Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP2877007D,2,-1,14,0,0,4,1,6,,3BED6C5B-AC55-47C0-A389-9BD95A4F767A,1,1,,7,11,2,10,13,8,1,40.0,0,2016.0,131,83,39.01231,-77.04143667,12:40:00,Thursday,2019-09-05
MCP320000B6,2,-1,16,0,-1,3,1,6,,74BBDE00-778A-49D1-8B30-C12A349E3956,0,1,,7,11,2,12,0,8,1,5.0,0,2007.0,70,271,39.036174,-77.1456465,07:13:00,Tuesday,2023-12-19
MCP3259003H,1,-1,4,0,0,4,5,6,,DB9674CE-0466-4E50-8288-21153241F54A,2,1,,9,11,2,13,13,5,0,40.0,0,2024.0,44,122,39.0930559,-77.1964251,16:03:00,Thursday,2023-10-05
MCP25490049,2,-1,14,1,4,4,5,6,,A99EF4B3-8191-4F3C-9BD5-A91CC9AD45CE,0,1,"N/A, WET",7,11,5,0,21,19,1,25.0,0,2008.0,93,414,38.99210667,-77.095515,08:41:00,Tuesday,2015-01-27
MCP23610013,2,-1,12,4,4,5,1,6,,B9BD5B86-24B6-49B2-ABFF-E6AA4D372DCF,0,1,"N/A, WET",7,11,2,3,13,8,1,35.0,0,2003.0,45,55,39.17504333,-77.20881167,20:06:00,Tuesday,2019-08-06
MCP2853008Z,1,3,7,0,0,4,1,-1,,45AF5EA7-F95B-49D2-BB09-25C3473F219B,0,1,,7,11,3,12,13,8,0,35.0,0,2008.0,133,368,39.02063667,-77.015965,16:26:00,Wednesday,2023-08-23
MCP302600BF,1,-1,9,0,4,4,1,7,,FA5E24A4-73D9-4ABA-B813-2F2623296511,2,1,"RAIN, SNOW, WET",7,11,5,12,7,8,2,25.0,0,1995.0,41,148,38.95717717,-77.09070617,07:50:00,Friday,2023-08-04
MCP2829004J,1,-1,16,1,0,4,1,6,,89FCB2E1-1627-4B5B-9DED-79A4295E8081,2,1,,7,11,2,12,13,5,4,25.0,0,2018.0,17,235,39.082855,-76.94324,08:44:00,Sunday,2018-04-15
DD56030034,2,-1,7,0,0,4,1,6,,2878FF15-3681-4B13-A2F2-13EA583B2D49,0,1,,7,11,1,0,13,8,0,30.0,0,2015.0,60,402,39.07573484,-77.14029908,17:00:00,Wednesday,2016-09-07
MCP3292001P,2,-1,9,0,0,4,1,6,,A8902A10-91B0-49A3-953E-3019AE579AC6,2,1,,7,11,1,12,13,8,0,55.0,0,2016.0,113,201,39.12265192,-77.18970431,15:36:00,Monday,2023-08-07
MCP3305002K,2,-1,14,0,0,1,1,6,,2121E200-6A8E-40CD-9470-6B3120275F35,0,1,,7,25,5,1,3,11,-1,45.0,1,2016.0,30,402,39.02996155,-76.98355187,01:33:00,Friday,2023-09-01
MCP2678004H,1,3,16,0,0,4,5,6,NONE DETECTED,8499755B-12E4-48A0-8B23-56AEC618A3A9,0,1,,7,11,2,6,13,17,4,35.0,0,1999.0,45,360,39.03368227,-77.02376056,07:47:00,Tuesday,2023-10-17
MCP24370055,2,-1,14,1,-1,4,1,6,,BEA36069-9891-4978-94AC-BE37F80E3251,2,1,,5,11,5,12,18,0,3,0.0,0,2023.0,29,65,39.08346183,-77.23218783,13:40:00,Friday,2023-09-22
MCP2286005R,2,-1,9,0,0,1,5,6,,236FF5E9-6EA9-4167-93D4-7922C6655CBE,0,1,,7,11,5,9,0,19,1,40.0,0,2015.0,69,330,39.00254897,-77.09710355,16:50:00,Tuesday,2023-12-19
MCP3136006M,2,-1,9,0,0,4,1,7,,0B8EC305-4852-4DF7-93FB-D9A4F5BC5904,2,1,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",5,11,5,12,0,2,4,35.0,0,2002.0,79,273,38.99970062,-77.00977001,08:05:00,Monday,2023-08-28
MCP209400B4,2,-1,15,0,0,4,1,6,,9D289471-CEDB-4598-B81F-3C8E1E3B4927,0,1,,7,11,2,1,15,8,4,30.0,0,2010.0,27,126,39.07018755,-77.11394906,08:20:00,Thursday,2018-03-15
MCP12270020,0,-1,1,0,0,1,1,2,,E0B7D8CE-B808-436F-8A80-54FC5DDBFDB1,2,0,,12,11,0,12,9,8,0,45.0,0,2016.0,120,219,39.067318,-77.10185451,19:57:00,Sunday,2023-10-01
MCP2837005S,2,-1,9,0,0,4,1,6,,38516842-97E3-4844-B8CC-0D54C8B500EB,0,1,,7,11,1,9,13,19,4,40.0,0,2019.0,27,184,39.11571,-77.31215333,10:07:00,Saturday,2023-11-18
MCP2633003H,1,-1,7,0,0,4,4,6,,29AAE3A1-B73A-4E98-ACB3-92629274300D,0,4,,12,11,2,0,9,8,2,35.0,0,2019.0,45,165,39.01262,-77.16049,16:30:00,Tuesday,2023-10-10
MCP21810053,0,-1,15,0,0,4,-1,1,,96BB793C-F010-4C11-9EA0-7F2FD7A10F43,2,0,,12,11,1,12,9,8,2,50.0,0,2010.0,42,195,39.15305,-77.14161833,15:04:00,Sunday,2023-05-21
MCP3279002Z,2,-1,9,7,-1,4,1,-1,,E978CB05-5F43-4289-BD56-DAD13BDBB2DA,0,1,,7,11,5,9,13,8,1,30.0,0,2012.0,141,240,39.02352392,-77.02909558,08:40:00,Tuesday,2023-12-19
MCP30530071,2,-1,7,0,0,5,-1,-1,,F70492EF-2995-4FE4-9360-C999A26AD818,2,1,,5,11,5,0,10,5,2,15.0,0,2013.0,124,74,39.05741307,-77.06796019,16:55:00,Monday,2023-11-27
DM8505000W,2,-1,9,-1,0,4,1,-1,,D551336C-F3F4-4681-8EF8-5BCD858D4BF9,0,1,,7,11,5,9,14,8,0,20.0,0,2015.0,95,306,38.99035833,-76.98912917,15:26:00,Wednesday,2023-11-29
DD5658001K,2,-1,9,0,0,4,-1,-1,,2E83F048-17F7-4E3F-9A70-28918BBBC271,0,1,,7,3,5,9,13,19,2,35.0,0,2011.0,19,369,39.07778482,-77.12631412,14:43:00,Friday,2023-11-17
MCP2270001X,2,-1,9,0,0,4,1,6,,456AA9A3-72BD-468B-9870-B7B61D4599EE,0,1,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",7,11,2,9,13,16,4,35.0,0,2002.0,71,430,38.98728167,-77.14555833,10:25:00,Saturday,2023-08-05
DD5653002J,1,-1,16,-1,4,4,1,6,,13555B9D-72CE-4107-9E48-B8A277321203,0,1,,7,11,5,12,14,8,1,35.0,0,2001.0,23,306,39.07649265,-77.13820097,18:00:00,Friday,2023-08-25
MCP3176002F,1,-1,9,0,0,1,1,1,,4718F231-E2BC-4A08-9441-CB2A686A79AC,2,3,,12,11,2,12,13,8,3,35.0,0,2002.0,131,393,39.02708174,-77.05556464,02:15:00,Saturday,2023-11-04
MCP2339008P,2,-1,9,0,0,5,5,6,,E042FBE3-C620-4299-9CB5-DE48EEF22320,0,1,,7,11,2,8,13,16,0,35.0,0,2003.0,118,289,39.06043817,-77.1117805,18:10:00,Wednesday,2023-09-20
MCP2516004K,2,-1,13,0,0,4,5,7,,B4BD1C87-1488-4B77-BBD6-60DB98693068,2,1,,12,-1,5,13,13,0,0,35.0,0,2006.0,96,364,39.17913918,-77.26769599,08:40:00,Monday,2023-11-20
MCP3109008G,2,-1,14,0,0,4,1,6,,15FFBED0-A45F-47D9-B02C-E37A90B5BB76,2,1,,7,11,5,2,18,8,4,25.0,0,2014.0,127,74,39.03696767,-76.99735083,13:08:00,Thursday,2023-10-12
MCP32200047,2,-1,16,0,0,5,5,6,,B5388C8A-CB0E-43F1-A9BB-E2E47065E486,0,1,,7,11,1,6,13,0,4,30.0,0,2022.0,44,430,39.14874067,-77.16754233,19:45:00,Saturday,2023-09-30
MCP3208002K,2,-1,16,0,0,1,1,-1,,4E181530-62B1-4619-A212-6CBA297041AE,1,1,,7,30,1,2,13,5,4,45.0,0,2018.0,50,422,39.03845333,-76.99013833,22:25:00,Sunday,2022-01-23
MCP2052003D,2,-1,15,4,4,4,1,7,,B6040C12-284D-430A-B3C0-D7A5C4294972,2,1,"RAIN, SNOW, WET",12,-1,1,0,13,20,2,55.0,0,2022.0,62,386,39.120145,-77.19914,07:59:00,Saturday,2023-09-23
MCP30890045,2,-1,9,0,0,4,1,-1,,C2E8CE59-4653-4C20-92BE-A2325B4A148A,0,1,,7,11,2,9,13,19,1,25.0,0,2020.0,45,304,39.00417833,-77.02362833,14:50:00,Friday,2023-10-13
MCP3133004Q,2,-1,15,0,0,7,1,6,,7B19E938-1306-4F29-89F7-9380F4F509E7,2,1,,8,11,2,12,13,20,0,25.0,0,2020.0,60,217,39.14044383,-77.03364533,11:11:00,Sunday,2023-08-13
MCP2612005C,2,-1,15,0,0,1,5,1,,AFAA7E38-3890-4EB4-8EED-0C811BADC91F,2,1,,12,33,1,12,13,6,1,35.0,0,2023.0,24,93,39.09160717,-77.06978033,21:34:00,Tuesday,2023-07-25
EJ786600CR,1,-1,4,4,4,4,5,6,,BBE2BBCA-D498-4551-A19C-6A29E938E36D,2,1,"RAIN, SNOW, WET",12,11,2,11,14,5,4,25.0,0,2000.0,14,370,39.15143342,-77.20754097,16:00:00,Friday,2023-10-20
MCP3256002N,2,-1,9,0,0,1,5,6,,CBCD5F18-F2F6-44E5-BB8A-313CA066105A,0,1,,7,11,2,9,13,16,2,55.0,0,2012.0,19,127,39.07362383,-76.95564633,20:52:00,Monday,2023-12-11
MCP1433004C,2,-1,2,0,-1,4,4,6,,08BFA82A-6E0E-4F67-9516-92C5D961CA19,2,1,,5,11,1,4,0,6,4,25.0,0,2017.0,117,197,39.056755,-77.11611,16:00:00,Tuesday,2022-09-13
MCP2039008Z,2,-1,14,0,0,4,-1,7,,A6390F51-32D5-4EA9-838B-E52AD1A9DE99,2,1,,12,33,2,6,13,2,1,35.0,0,2018.0,131,83,39.01144945,-77.04124153,17:26:00,Friday,2023-08-18
EJ78890049,2,-1,7,4,-1,0,1,7,,78C375B1-CEE4-4B31-AAE7-F417018FBDC3,2,1,"RAIN, SNOW, WET",12,-1,5,9,-1,1,0,5.0,0,0.0,137,428,39.14422267,-77.21982978,23:00:00,Saturday,2023-10-14
MCP157500DJ,2,-1,16,0,0,3,5,6,,892D94C2-EDB5-4845-A6E5-3A10CCE0DA2E,2,1,,7,11,1,0,24,0,2,40.0,0,2022.0,22,442,39.09295667,-77.079815,07:00:00,Thursday,2023-10-12
EJ7887003B,2,-1,7,0,0,4,1,6,,BD07E46B-8C58-4107-ACAE-FD4AB5A0A590,0,1,,7,11,5,1,18,11,-1,0.0,1,2013.0,127,74,39.12893247,-77.19258042,07:30:00,Tuesday,2023-11-14
MCP28850038,2,-1,16,0,0,4,1,7,,E5F353C9-2256-4544-A717-A7126B3E2644,2,1,,7,-1,2,12,-1,3,1,35.0,0,0.0,137,428,39.05736333,-77.07821833,14:30:00,Thursday,2022-06-09
MCP235300CG,2,-1,15,1,0,4,-1,6,,9474F5B2-A408-4FBA-BDBE-CB82C0FDD22C,2,1,,12,11,1,12,13,8,2,35.0,0,2004.0,45,96,38.99680733,-77.07718,10:21:00,Thursday,2023-10-26
MCP304800BL,2,1,14,1,0,4,1,-1,,0B51FC4F-7F1D-4B90-8DC8-CA6317767B27,1,1,,12,11,5,0,13,8,2,30.0,0,2018.0,56,70,38.97973783,-77.077215,12:00:00,Friday,2023-09-29
DD5567001R,2,-1,15,0,-1,4,-1,6,,4F487E63-3291-4796-9671-110B5CE3A76A,2,1,,12,11,1,1,13,8,4,0.0,0,2016.0,131,115,39.07420637,-77.13746558,12:27:00,Tuesday,2023-12-05
MCP3334001T,2,-1,14,4,4,3,5,6,,3A67563D-4CC9-43BF-A8AF-F1C0BBE8BE0E,0,1,,7,11,2,0,0,8,2,35.0,0,2017.0,112,402,39.00552,-77.02271,19:17:00,Monday,2023-10-30
MCP3200009G,2,-1,9,1,0,4,5,6,,32505BE0-5686-49B8-B264-557EC325C141,2,1,,12,11,1,12,13,8,1,35.0,0,2017.0,45,96,38.992818,-77.1073045,11:46:00,Monday,2023-09-25
MCP2450004V,2,-1,0,-1,0,2,4,6,,A4779278-E32C-45C5-A18D-770B8305D6BC,2,1,,7,11,5,12,13,5,1,30.0,0,2009.0,70,271,39.17059167,-77.15662333,17:30:00,Monday,2023-11-20
MCP20590080,2,-1,6,0,-1,4,-1,6,,8BC8FBF6-EAAF-4007-8112-D1CF2417C630,0,1,,7,11,5,6,13,1,0,10.0,0,2007.0,45,96,38.98114817,-77.09327767,10:29:00,Wednesday,2023-11-01
EJ78370077,1,-1,2,0,0,4,5,-1,,AA521CD2-B6D8-49F4-A99F-ADE0A18CAE2F,1,2,,7,11,1,12,13,17,0,30.0,0,2017.0,131,115,39.14997727,-77.20904268,14:00:00,Tuesday,2023-10-24
MCP33250026,2,-1,9,4,4,4,5,6,,F0D3F155-DE10-4C85-A748-99B79EB3CCA7,0,1,"RAIN, SNOW, WET",7,11,5,9,13,19,2,50.0,0,2020.0,133,360,39.058155,-76.96820167,15:59:00,Tuesday,2023-09-26
DD559500D9,2,-1,9,4,4,4,5,7,,0B955BAD-7BF2-4ABC-A3DF-C4D9CF235A25,2,1,,12,-1,6,12,23,20,0,35.0,0,0.0,137,428,39.08276205,-77.15104256,12:45:00,Tuesday,2023-05-09
MCP12350054,2,-1,9,0,1,1,1,6,,1FF9FF35-176A-45DA-8F12-C7B791B534B4,0,1,"ICY OR SNOW-COVERED, V WIPERS|W OTHER ENVIRONMENTAL",7,6,2,9,13,16,4,40.0,0,2006.0,6,13,39.01280136,-77.00303583,19:20:00,Tuesday,2023-11-28
MCP12130083,1,-1,16,0,0,1,5,6,,E9896E6F-A53A-4DB7-8C50-9D48E0198300,2,1,,5,33,1,2,13,5,0,40.0,0,2012.0,131,307,39.07161333,-77.01143,21:44:00,Thursday,2023-08-31
MCP2436001Q,2,-1,16,0,0,4,1,6,,B585E6C7-7C31-40CE-84DC-E5BC99A45278,0,1,,7,11,1,13,0,8,4,30.0,0,2006.0,131,228,39.058465,-76.97263833,11:42:00,Saturday,2016-05-21
DD559500FJ,2,-1,15,1,-1,4,-1,6,,0D9A9AAA-7FE8-49E1-886B-FD7AA8AE6E5E,2,1,,12,11,3,12,23,8,1,10.0,0,2015.0,72,41,39.11487283,-77.16336433,10:40:00,Thursday,2023-12-28
MCP3325002J,1,-1,16,0,0,3,5,6,,8EA9A986-4D16-4906-9C1E-16B989667799,1,2,,5,11,1,4,13,5,2,40.0,0,2015.0,83,31,39.0716805,-77.01117283,15:54:00,Saturday,2023-11-25
MCP26220040,2,-1,7,0,-1,4,-1,6,,9D7E7307-92F5-469D-973F-5C906ABAB307,0,1,,7,11,5,8,13,11,-1,0.0,1,2013.0,19,441,39.1126081,-76.9352536,12:25:00,Friday,2023-12-15
MCP3348001B,2,-1,14,0,0,4,4,6,,2EE65014-EFE7-4336-90D4-5F18A31E0459,2,1,,12,11,2,1,14,2,0,30.0,0,2020.0,60,306,39.09036333,-77.04972667,08:08:00,Tuesday,2023-10-03
MCP20470055,2,-1,4,0,0,4,5,6,,C17045D5-7D44-49E8-B9A5-92777A92EAB1,0,1,,7,11,1,12,13,8,0,40.0,0,2002.0,45,57,39.110222,-77.18239517,12:24:00,Monday,2023-10-30
MCP3284001V,1,-1,16,0,0,1,0,6,,1080760F-58B0-469A-B73A-3E8E89CF5CFF,0,1,,7,11,0,12,13,8,0,30.0,0,2018.0,50,162,39.05595333,-76.95456133,03:21:00,Monday,2023-12-25
MCP31260051,2,-1,14,4,4,1,1,6,,5C4155C9-5982-497E-BC4C-FD5EFAE80A73,0,1,"RAIN, SNOW, WET",7,11,2,4,13,8,1,20.0,0,2013.0,131,31,39.18210787,-77.26515607,18:21:00,Friday,2023-12-01
MCP3230004M,2,-1,9,0,0,4,5,7,,DA50BF32-7DDC-4C11-96A6-9EC135279255,2,1,,7,-1,6,12,-1,8,4,35.0,0,0.0,137,428,39.06112944,-77.09090324,18:40:00,Saturday,2023-09-16
MCP3089003Z,1,-1,13,4,4,4,5,-1,,EE1DDE2C-0CE7-4A82-B991-77D58410B9D5,0,3,,7,11,2,1,21,19,1,15.0,0,2009.0,37,74,38.99946,-77.02588167,06:48:00,Monday,2023-09-11
DD5657001F,2,-1,13,0,0,4,5,6,,DDDA5F2B-D2B1-4D8D-A332-12253BCCA5F9,0,1,,7,11,2,3,21,8,0,30.0,0,2013.0,37,73,39.08686651,-77.14351981,15:00:00,Thursday,2023-11-16
MCP2682004Z,2,-1,7,0,0,4,1,7,,0165865F-FEDD-4176-8F4D-A7EF4864E45A,2,1,,12,11,2,9,13,1,0,25.0,0,2017.0,69,31,39.18828017,-77.158401,10:49:00,Saturday,2023-11-11
DD56240028,2,-1,7,4,-1,4,1,6,,992C9EA3-283E-423D-9D29-9D642323218E,0,1,"RAIN, SNOW, WET",7,11,5,1,13,11,-1,10.0,1,2013.0,0,402,39.0913065,-77.153224,12:00:00,Saturday,2019-02-23
MCP2967004Z,2,-1,7,0,0,1,-1,-1,,9F65384E-F20A-4D23-B991-6DF1DA3799DF,2,1,,7,11,5,9,13,1,1,25.0,0,2013.0,45,57,39.0503915,-77.117083,19:17:00,Thursday,2023-12-07
MCP3220004G,2,-1,9,4,4,1,1,6,,A7D55B61-9E34-40B0-8A49-9FCDF7EAAF64,2,1,"RAIN, SNOW, WET",7,11,2,12,13,16,2,35.0,0,2013.0,12,31,39.12366867,-77.17937717,16:34:00,Friday,2023-12-01
MCP2962008G,2,0,7,0,0,4,5,6,NONE DETECTED,77F8A1B6-7D43-4F1E-ACF4-27ED26B6A406,2,1,,5,11,5,6,13,17,1,35.0,0,2017.0,22,11,39.19356016,-77.2699489,14:05:00,Wednesday,2023-11-08
MCP271700YC,1,-1,7,4,4,1,5,7,,7593B276-B7A9-4912-9C15-7770B501B799,2,1,"N/A, WET",9,-1,1,12,13,20,4,35.0,0,2013.0,50,28,39.10178833,-77.134855,01:32:00,Sunday,2023-12-03
MCP3127002S,2,-1,9,0,0,1,1,6,,0E603190-917E-4D20-B1C8-7CBA61D9873E,2,1,,12,6,1,6,13,8,2,35.0,0,2018.0,96,58,38.99771283,-77.04606733,20:08:00,Saturday,2023-10-28
MCP2347004L,1,-1,4,0,0,3,5,6,,9A364B1B-2A09-4F10-81CE-6A20639B4227,2,3,,7,11,1,12,13,5,2,55.0,0,2007.0,131,83,39.10410467,-76.93306567,07:02:00,Saturday,2023-12-16
DM8386000B,2,-1,15,4,-1,4,1,6,,026DB317-9C8B-4085-94C2-1DD47A10C2B6,2,1,"RAIN, SNOW, WET",12,11,5,12,13,12,0,0.0,0,2013.0,47,31,39.05332,-76.92878833,09:35:00,Thursday,2015-11-12
MCP23940051,2,-1,16,0,0,4,4,6,,3B316207-DF8F-49E8-B322-C8085DB50131,2,1,,7,11,1,12,13,17,2,20.0,0,2007.0,45,193,38.99144333,-77.01157333,17:39:00,Tuesday,2023-09-05
MCP2425009H,2,-1,14,0,0,4,5,6,,88EC390A-537A-4A38-BAA6-31FBB9288004,0,1,,7,11,5,1,21,5,2,30.0,0,2000.0,127,74,39.039195,-76.99063667,06:51:00,Thursday,2017-06-15
EJ7888005F,2,-1,16,0,0,1,1,6,,651E8D05-D510-4EA2-9900-26931C946A12,0,1,,7,11,1,1,20,8,2,45.0,0,2017.0,133,402,39.10470077,-77.2199417,17:55:00,Thursday,2023-11-16
MCP28950033,2,-1,7,-1,-1,4,-1,7,,367D4309-EDC2-400C-93EA-52AD98F0493E,2,1,,12,-1,6,9,13,1,2,15.0,0,2004.0,96,402,39.17927833,-77.26399833,15:00:00,Thursday,2023-11-02
MCP29170035,1,-1,4,4,4,2,1,6,,C6158DF0-3FE7-44FA-9C70-0AC855BAB242,0,4,"RAIN, SNOW, WET",7,18,0,12,13,8,1,45.0,0,2005.0,96,316,39.06894731,-77.07546791,19:10:00,Thursday,2018-11-15
EJ78950047,2,-1,15,0,0,4,1,7,,5E999127-E874-4EF2-ABBE-1032EA9EE82D,2,1,,12,-1,2,12,13,6,4,25.0,0,2017.0,62,375,39.13353052,-77.19040187,10:02:00,Tuesday,2023-08-15
MCP263900G9,1,-1,16,0,0,4,1,6,,BA3C7B7A-C227-4C34-A82C-6E7FCAE58A5A,0,1,,7,11,1,11,13,8,2,35.0,0,2000.0,131,115,39.011638,-77.15539167,15:05:00,Monday,2023-11-06
MCP1213008W,1,-1,4,0,0,4,5,6,,CB3AAAE5-2775-4836-8666-0B7320ABD67B,2,1,,5,33,0,3,13,5,0,30.0,0,2011.0,0,360,39.14943833,-77.01226167,16:35:00,Wednesday,2023-12-13
MCP3238002S,2,-1,12,0,0,4,1,6,,B65D170F-D6BF-41DE-8C61-9FA390E4A6EA,0,1,,7,6,5,13,21,8,2,30.0,0,2022.0,94,37,38.99665061,-77.02781858,12:22:00,Thursday,2023-10-26
MCP2586006W,2,-1,16,0,0,1,5,6,,9247D2EA-C1DE-45D9-A045-ECEFC5D84D2D,2,1,,12,11,1,12,0,5,2,40.0,0,2016.0,79,211,39.17552371,-77.23801416,17:30:00,Saturday,2023-12-16
MCP2906003D,1,-1,16,0,0,1,5,-1,,8F66DE6E-D160-442C-BAD7-78E68F0DEDA8,2,2,,5,11,1,3,13,5,0,45.0,0,2015.0,45,96,39.13468333,-77.20579167,19:00:00,Friday,2023-12-22
MCP3267001Z,2,-1,9,0,0,1,5,6,,A50C7D2A-B30A-4B6D-A6F9-A4BAB0475BB1,0,1,,7,11,5,9,21,16,4,35.0,0,2017.0,35,73,39.055775,-77.08178667,20:30:00,Tuesday,2023-09-19
MCP93180038,2,-1,13,0,0,1,5,7,,24048F12-005D-416C-A7A4-34379EC34948,2,1,,12,-1,1,13,14,17,2,40.0,0,2008.0,131,393,39.01721581,-76.97727905,20:49:00,Wednesday,2023-10-25
MCP29670051,2,-1,9,0,0,1,5,4,,FBB4A9B0-B4A8-42E2-A266-5148753F6C88,2,1,,7,11,5,12,13,16,1,35.0,0,2007.0,131,115,38.9992735,-77.07684383,18:07:00,Thursday,2023-12-21
MCP3113005M,2,-1,15,4,4,4,1,-1,,0173F582-B858-423B-8070-44472FC57DD8,2,1,"RAIN, SNOW, WET",12,11,5,6,12,8,0,30.0,0,2000.0,27,431,39.06495127,-76.97151819,14:45:00,Tuesday,2023-11-21
MCP2496001W,1,-1,4,1,0,4,5,6,,FFDC8906-1FB5-4509-8E08-F8D93A912D4F,2,3,,7,11,1,12,9,8,0,45.0,0,2015.0,45,88,39.01240667,-77.00263667,09:20:00,Saturday,2020-10-10
MCP13780153,2,-1,9,0,0,4,1,6,,3D849AF2-2175-469D-8C6A-F85042D7C6A4,0,1,,7,11,1,9,13,16,1,40.0,0,2022.0,47,162,39.311659,-77.19804367,10:48:00,Friday,2023-07-28
EJ7871006T,2,-1,15,0,0,1,1,1,,19BD2966-F511-4AE7-A97A-40C290AD70A1,2,1,,5,11,1,12,13,8,1,25.0,0,2008.0,96,364,39.14764502,-77.19258855,23:38:00,Thursday,2023-10-26
MCP27220052,2,-1,14,0,-1,1,1,6,,40EDAD85-7AF0-4669-B47C-D893D47A7B9B,2,1,,7,11,2,6,0,8,1,35.0,0,2009.0,139,401,39.08028302,-77.07763848,20:31:00,Friday,2023-12-22
MCP3019000F,2,-1,9,0,0,4,4,6,,834A76B0-BA31-4736-BF3F-906DBDDF318C,2,1,,7,11,2,12,14,0,2,30.0,0,2010.0,19,369,39.02217,-77.10303833,09:16:00,Tuesday,2017-02-14
MCP3113005F,2,-1,15,1,0,4,5,-1,,683BD5F8-A9EF-4DFC-B038-D347201DD8CB,2,1,,4,11,1,12,13,8,1,30.0,0,2014.0,50,372,39.03966871,-76.99059943,07:30:00,Thursday,2023-10-05
MCP33760013,1,-1,4,0,0,4,5,6,,97995EEE-B3DC-45E8-9B50-B27250FCEC2F,2,3,,7,17,1,12,13,5,4,35.0,0,2015.0,117,289,39.095687,-77.00191083,19:32:00,Friday,2023-08-18
MCP3353001K,2,-1,13,-1,0,0,5,-1,,698FA578-FC60-4018-8B21-B42227A83541,0,1,,7,11,5,1,13,8,2,35.0,0,2023.0,44,225,39.05841133,-77.16134684,20:01:00,Wednesday,2023-08-30
MCP1378016F,1,-1,9,0,0,1,1,6,,5F552FD1-5D8D-4AFB-BD2F-FD29FA1BE47C,0,1,,7,11,2,9,13,16,4,35.0,0,2010.0,73,10,39.05454333,-77.14359433,17:59:00,Tuesday,2023-11-07
MCP3325002M,2,-1,16,0,0,3,5,6,,7103942A-EDB7-43F1-A985-3DB2341098E6,2,1,,5,11,1,3,13,8,1,50.0,0,2019.0,51,430,39.073349,-76.95543467,17:20:00,Wednesday,2023-12-20
MCP3229001S,2,-1,14,0,4,4,1,6,,73411A61-9AEE-428C-BE21-7587E3368733,2,1,"N/A, V WIPERS|W OTHER ENVIRONMENTAL",7,11,5,2,10,8,0,10.0,0,2019.0,72,402,38.95429683,-77.10145583,08:15:00,Monday,2023-12-11
MCP29680058,1,-1,5,0,-1,4,1,-1,,AA9E28B2-7AC7-4E5A-AEDC-82AFAE549855,2,3,,12,11,2,1,13,8,4,0.0,0,2017.0,83,78,39.042175,-77.15858167,10:16:00,Wednesday,2023-11-29
MCP3174004H,2,-1,9,0,0,4,5,6,,AA4688CC-2003-4F28-9769-A180496AC569,2,1,,5,25,0,9,13,6,0,35.0,0,2006.0,131,371,39.15741717,-77.22291867,08:18:00,Monday,2023-10-09
MCP2118001T,2,-1,9,4,4,2,-1,6,,00B8773A-0A58-4DDE-B6FF-05804C23D503,0,1,"RAIN, SNOW, WET",7,11,1,9,15,8,1,45.0,0,2015.0,50,206,39.214598,-77.23893867,00:06:00,Sunday,2023-12-03
MCP33620026,2,-1,4,0,0,4,1,6,,2D6E376A-4BEE-412B-AA98-21AFAA07F2F8,0,1,,6,11,2,1,24,11,-1,25.0,1,2000.0,27,257,39.04312333,-76.994665,13:01:00,Friday,2023-11-17
MCP3263003P,1,3,7,0,0,4,5,6,NONE DETECTED,4187DAB6-9C1C-4BBA-9362-307C5C766E3C,2,1,,5,11,3,12,13,6,4,25.0,0,2021.0,144,455,38.98909,-77.095165,15:45:00,Saturday,2023-09-02
MCP3109008B,2,-1,3,0,0,7,1,7,,43BAB372-D3A9-4FC3-95B6-318FB15BBCCB,2,1,,12,-1,5,1,13,20,0,25.0,0,2007.0,45,57,38.99996378,-76.98602418,07:00:00,Friday,2023-09-15
EJ78580083,2,-1,9,0,0,4,5,6,,440394AD-B633-4CD7-A035-C2295207D70F,2,1,,7,11,1,12,13,8,0,35.0,0,2015.0,131,115,39.14418917,-77.2250587,09:29:00,Sunday,2023-10-08
MCP27710036,1,-1,7,1,-1,4,1,-1,,DBB742D4-96C7-4D78-8FF2-7B8F19BB2561,0,2,,7,11,5,8,13,11,-1,0.0,1,2002.0,45,122,39.07949327,-77.07962236,10:03:00,Friday,2023-12-29
MCP31680062,2,-1,9,0,0,1,5,6,,5C8388D5-EAFA-42C7-8477-CCC20BB4266F,2,1,,5,11,1,12,14,8,4,35.0,0,2000.0,27,325,39.121017,-77.158488,17:30:00,Tuesday,2023-11-07
MCP3190005K,2,-1,16,0,0,4,0,6,,C7569A52-0AE0-47CB-86A8-7BC33D7BD4BE,2,1,,12,11,1,3,13,5,2,30.0,0,2020.0,131,115,39.14974674,-77.05788602,11:25:00,Wednesday,2023-11-29
MCP320000B1,2,-1,14,0,0,4,1,6,,A4F3B1DE-0905-4AC7-87E5-AB67096F7B56,0,1,,7,11,2,1,10,8,4,35.0,0,2000.0,27,431,39.00446217,-77.18641717,12:39:00,Friday,2023-11-24
