Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP2349000N,2,-1,15,0,0,1,1,6,0,1,,7,12,2,10,11,9,1,40.0,0,2008.0,28,421,39.19286,-77.26938667,00:27:00,Tuesday,2015-09-01
MCP3017000D,2,-1,16,4,7,1,5,6,0,1,"SLEET, HAIL, FREEZ. RAIN, WET",7,12,1,12,11,17,2,35.0,0,2005.0,141,421,39.15082833,-77.20386,03:00:00,Sunday,2017-10-15
DM83380012,2,-1,9,0,0,4,5,-1,0,1,,7,12,2,9,2,20,1,35.0,0,2015.0,28,434,38.985005,-77.01445333,15:26:00,Friday,2018-03-23
MCP3337000L,1,-1,1,1,7,4,1,6,0,2,"RAIN, SNOW, WET",7,12,1,9,11,0,2,35.0,0,2017.0,55,172,39.0997,-77.099765,10:44:00,Tuesday,2022-10-04
MCP2761000P,2,-1,2,0,-1,1,1,6,2,1,,7,12,2,1,11,7,1,45.0,0,2000.0,16,377,39.18108833,-77.26141833,22:39:00,Wednesday,2015-07-15
MCP2708008H,1,-1,4,0,0,1,1,6,0,1,,7,12,1,12,11,9,1,40.0,0,2017.0,46,53,39.02428167,-76.97936833,17:30:00,Wednesday,2023-11-15
MCP26950010,1,-1,8,0,0,4,1,-1,0,2,,7,12,1,12,11,9,1,50.0,0,2005.0,140,129,39.04395167,-76.99101167,07:30:00,Saturday,2016-11-12
MCP137800PV,1,-1,9,0,0,4,5,6,0,1,,7,12,2,9,0,20,1,30.0,0,2016.0,124,206,39.15180333,-77.1925,15:31:00,Monday,2019-02-25
MCP12200054,1,-1,9,0,0,4,1,6,2,1,,9,12,2,12,14,17,4,55.0,0,2016.0,28,413,39.01703167,-77.02453833,09:18:00,Tuesday,2017-06-06
MCP2771002X,1,-1,16,1,0,1,2,-1,0,1,,7,12,5,12,18,0,0,35.0,0,2010.0,103,152,39.05651167,-77.082405,06:35:00,Friday,2023-10-27
MCP1417002W,2,-1,14,4,7,4,5,6,2,1,"SLEET, HAIL, FREEZ. RAIN, WET",12,12,2,3,18,9,2,35.0,0,2009.0,37,82,39.14599833,-77.21972333,09:46:00,Friday,2015-04-03
MCP2586001Z,2,-1,7,-1,-1,1,-1,8,2,1,,12,-1,6,15,12,19,3,25.0,0,0.0,146,452,39.08264167,-76.94555,20:08:00,Monday,2016-08-01
MCP2738000X,2,-1,7,0,-1,4,1,6,0,1,,7,12,2,0,8,12,-1,25.0,1,2000.0,28,456,39.06240667,-76.94014167,15:53:00,Tuesday,2015-08-25
DD56300038,2,-1,16,0,0,4,1,6,2,1,,5,12,5,12,11,6,4,25.0,0,2012.0,45,37,39.08660791,-77.14748995,15:57:00,Monday,2020-09-14
MCP2450002D,2,-1,7,-1,0,1,-1,8,2,1,,12,12,5,6,11,21,4,25.0,0,2004.0,46,53,38.99833833,-76.997255,23:40:00,Monday,2018-12-24
MCP28120021,2,-1,13,0,0,4,1,-1,1,1,,7,12,2,2,11,2,0,30.0,0,2014.0,140,320,38.99745254,-77.02668875,17:40:00,Monday,2016-09-26
MCP2698000Q,1,-1,9,4,7,4,1,6,2,3,"RAIN, SNOW, WET",7,12,1,12,11,17,0,40.0,0,2000.0,46,53,39.06647667,-77.030685,09:31:00,Wednesday,2015-03-25
MCP23580090,1,-1,9,0,7,4,1,6,2,1,"N/A, WET",7,12,1,12,11,17,2,35.0,0,2016.0,140,128,38.97259433,-77.14869333,07:55:00,Tuesday,2021-10-26
MCP3295000C,1,2,-1,0,0,4,-1,6,2,2,,7,12,3,5,11,12,-1,25.0,1,2011.0,95,256,39.070455,-76.96958,17:04:00,Wednesday,2021-08-04
MCP2054000T,2,-1,14,0,0,4,-1,6,0,1,,7,12,1,13,11,9,1,35.0,0,2021.0,147,239,39.05858023,-77.0499511,13:42:00,Thursday,2022-01-13
MCP2260001D,2,-1,9,0,5,4,6,8,2,1,,12,-1,6,15,11,21,2,35.0,0,2016.0,24,101,39.05311,-77.094695,16:39:00,Wednesday,2016-06-29
MCP271700S5,2,-1,14,0,0,4,1,6,0,1,,7,12,5,11,21,9,1,30.0,0,2018.0,114,316,39.0522855,-77.12638283,16:00:00,Wednesday,2020-08-19
MCP94220023,2,-1,9,0,7,1,5,6,0,1,,7,12,5,9,11,20,1,50.0,0,2011.0,90,224,39.0622507,-76.96268308,17:59:00,Saturday,2020-01-11
MCP3140002B,2,-1,6,0,0,1,5,6,2,1,,7,12,5,12,11,6,0,30.0,0,2014.0,2,276,38.98678489,-77.09605309,21:59:00,Saturday,2023-07-15
MCP2212001L,2,-1,9,0,0,4,1,6,0,1,,7,12,2,9,11,17,2,50.0,0,2006.0,24,101,39.10413333,-76.93332,07:58:00,Monday,2016-02-08
MCP2608001Q,1,2,16,0,0,1,1,6,2,1,,7,10,2,10,11,9,1,35.0,0,2005.0,15,433,38.98569167,-77.02673833,18:39:00,Friday,2016-11-25
EJ78290030,1,-1,4,0,0,1,5,6,2,1,,12,12,5,6,12,6,4,30.0,0,2004.0,28,445,39.14377443,-77.22376943,21:30:00,Saturday,2017-07-15
MCP2393000F,1,-1,9,1,0,4,-1,6,2,1,,12,12,1,12,21,9,1,30.0,0,2005.0,45,303,38.98991964,-77.01094151,14:55:00,Friday,2015-06-05
MCP3232001S,1,-1,16,0,0,4,5,6,0,3,,7,12,1,1,11,9,1,35.0,0,2009.0,46,114,39.1155065,-77.07505217,18:50:00,Friday,2021-03-26
MCP1378015J,2,-1,14,0,0,4,1,6,0,1,,7,12,5,6,0,6,0,30.0,0,2020.0,90,226,38.98348624,-77.09609417,18:31:00,Monday,2023-09-11
MCP2933001B,1,-1,9,0,0,4,1,6,0,3,,7,1,2,9,11,17,1,30.0,0,2014.0,141,243,38.98285167,-77.11384,15:35:00,Saturday,2016-12-03
MCP2853000R,2,-1,15,0,-1,7,1,-1,2,1,,12,12,5,8,4,1,0,15.0,0,2008.0,120,445,39.01758323,-77.00708985,17:39:00,Friday,2015-01-02
MCP25120046,1,-1,16,0,0,4,1,6,2,1,,7,12,2,13,11,6,1,30.0,0,2004.0,4,48,39.1446,-77.20253,18:37:00,Thursday,2019-05-23
MCP2752005Y,1,-1,17,0,0,3,5,6,2,3,,9,26,2,12,0,18,4,45.0,0,2012.0,71,385,39.02366311,-77.18291434,18:25:00,Saturday,2023-10-21
MCP2412001S,2,-1,15,0,0,1,1,6,2,1,,4,12,1,1,11,9,4,40.0,0,2019.0,100,61,39.05571667,-77.150445,23:24:00,Friday,2022-07-22
MCP91280009,1,-1,4,0,0,4,-1,6,0,1,,7,3,1,1,11,9,4,30.0,0,2010.0,95,256,39.04173667,-77.05021333,14:16:00,Saturday,2015-12-12
MCP2719003X,2,-1,7,0,-1,1,1,-1,2,1,,7,12,5,12,11,6,0,5.0,0,2002.0,46,32,39.03548939,-77.05290679,18:20:00,Friday,2021-01-08
MCP2031000Y,1,-1,9,-1,7,3,1,6,2,1,,7,12,1,12,11,17,2,35.0,0,2002.0,46,114,39.22285167,-77.17610333,06:58:00,Thursday,2017-10-12
MCP2976000C,2,-1,13,0,0,4,5,6,0,1,,7,12,5,1,18,0,4,40.0,0,2008.0,98,477,39.02028815,-77.01264068,16:53:00,Wednesday,2015-05-13
MCP3249002T,1,-1,16,0,0,1,5,6,2,1,,12,12,1,12,11,9,2,50.0,0,2012.0,46,53,39.05803531,-76.96855491,21:20:00,Friday,2021-12-24
MCP3085002P,2,-1,4,0,0,1,5,6,0,1,,7,23,1,12,12,9,1,45.0,0,1990.0,28,195,39.04486333,-77.111675,20:15:00,Friday,2021-01-22
EJ78470020,2,-1,9,0,0,4,1,1,2,1,,12,12,2,12,11,21,0,10.0,0,2004.0,140,36,39.12900167,-77.20179,17:30:00,Sunday,2016-07-24
MCP2992002B,2,-1,16,6,7,6,1,6,0,1,"ICY OR SNOW-COVERED, RAIN, SNOW",7,12,5,1,11,9,0,35.0,0,2005.0,78,421,39.09048,-77.04632167,16:35:00,Tuesday,2019-01-29
MCP3169003V,2,-1,16,0,0,4,4,-1,0,1,,7,3,5,1,11,9,1,15.0,0,2012.0,28,204,39.01735,-76.980415,06:49:00,Wednesday,2021-04-28
DD56540002,2,-1,14,6,4,3,1,-1,2,1,"ICY OR SNOW-COVERED, RAIN, SNOW",12,12,2,12,11,9,4,25.0,0,2019.0,16,121,39.0972713,-77.14245351,08:55:00,Monday,2022-01-03
DD559500FK,2,-1,15,1,0,4,5,6,2,1,,12,12,2,12,11,6,2,25.0,0,2023.0,124,368,39.058828,-77.1195175,09:55:00,Sunday,2023-12-31
MCP32200014,2,-1,16,0,0,1,1,6,0,1,,7,12,1,12,11,9,1,40.0,0,2012.0,46,53,39.167848,-77.17462283,21:25:00,Friday,2021-01-08
MCP2612005K,2,-1,14,4,7,4,1,6,0,1,"RAIN, SNOW, WET",7,12,2,6,11,9,0,40.0,0,2016.0,148,37,39.05365363,-77.10201768,15:45:00,Sunday,2023-12-17
MCP93180013,1,-1,9,-1,0,1,5,6,0,3,,7,12,1,9,11,17,1,40.0,0,2010.0,41,141,39.013447,-76.9784895,20:59:00,Sunday,2020-04-05
MCP3337000R,2,-1,14,0,0,1,5,8,2,1,,12,-1,5,10,12,18,1,35.0,0,2012.0,28,445,39.06152,-77.05248833,19:44:00,Thursday,2022-10-27
MCP2801001M,2,-1,15,-1,0,1,5,1,2,1,,7,12,1,12,11,9,4,35.0,0,2008.0,90,163,39.11129461,-76.93219185,23:40:00,Saturday,2016-07-23
MCP2637003K,2,-1,16,0,0,4,4,6,2,1,,5,12,2,2,11,9,2,40.0,0,2007.0,28,37,39.10142833,-77.211425,15:09:00,Tuesday,2019-12-24
MCP3350000H,2,-1,12,0,-1,1,5,6,0,1,,7,12,2,6,11,9,0,25.0,0,2015.0,15,140,38.98357188,-77.09392217,22:15:00,Friday,2023-05-05
MCP211600CR,2,-1,12,0,0,4,1,6,2,1,,7,26,1,6,11,9,4,50.0,0,2013.0,46,53,39.06349833,-77.292405,09:58:00,Thursday,2021-01-14
MCP25340023,1,-1,9,0,0,1,5,6,0,2,,7,12,2,9,11,20,2,45.0,0,2017.0,6,37,39.08435477,-77.07818985,21:36:00,Thursday,2017-10-05
DD5529000P,1,-1,9,0,0,1,5,6,0,3,,7,12,5,9,11,20,1,30.0,0,2014.0,125,403,39.06279048,-77.17648745,12:46:00,Friday,2015-05-01
MCP2622003D,1,2,7,0,0,3,-1,6,2,2,,4,12,1,12,11,9,1,15.0,0,2015.0,77,353,39.103721,-76.931234,06:41:00,Monday,2022-10-17
EJ78580083,2,-1,9,0,0,4,5,6,0,1,,7,12,2,9,11,20,0,35.0,0,2014.0,45,405,39.14418917,-77.2250587,09:29:00,Sunday,2023-10-08
DD5633006S,2,-1,14,0,-1,1,-1,8,2,1,,12,31,6,15,11,13,1,5.0,0,2020.0,94,400,39.10378513,-77.15814549,22:00:00,Friday,2022-03-18
MCP2314002F,2,-1,4,1,0,4,5,6,0,1,,7,12,1,12,0,9,2,35.0,0,2018.0,2,276,39.04047667,-77.15904817,19:10:00,Wednesday,2023-08-23
MCP29650022,1,-1,9,1,0,4,1,6,0,2,,7,12,2,9,12,17,2,30.0,0,2002.0,15,421,39.22231667,-77.05994167,09:25:00,Wednesday,2017-06-07
MCP2560000D,2,-1,9,0,0,4,5,-1,2,1,,7,12,1,12,11,9,1,40.0,0,1998.0,28,37,39.16663333,-77.27051667,14:47:00,Friday,2015-04-24
MCP9113002X,2,-1,7,4,7,4,4,8,2,1,,12,-1,2,10,21,7,2,40.0,0,0.0,146,452,39.05481333,-77.08633667,09:47:00,Tuesday,2017-08-15
MCP29040010,1,-1,16,0,0,4,5,6,2,2,,12,12,1,10,11,0,2,40.0,0,2010.0,140,96,39.00624564,-76.99747682,16:07:00,Friday,2015-02-20
MCP2891000Q,2,-1,15,0,0,4,-1,6,2,1,,7,12,1,6,11,9,2,35.0,0,2006.0,140,128,38.99011167,-77.02933333,09:35:00,Monday,2015-04-06
HA2414001D,2,-1,7,0,-1,4,-1,8,2,1,,12,-1,6,3,0,14,1,15.0,0,2010.0,2,276,39.13452224,-77.1232663,15:00:00,Sunday,2023-07-30
MCP2870001P,2,-1,14,0,0,4,5,6,2,1,,12,12,2,3,11,7,0,30.0,0,2005.0,141,128,39.01645,-77.03209167,18:55:00,Thursday,2016-08-11
MCP12130017,2,-1,15,4,7,1,1,6,2,1,"N/A, WET",7,12,1,1,11,9,2,40.0,0,1996.0,94,45,39.07679667,-77.00186,18:05:00,Thursday,2015-12-17
MCP3233004C,1,-1,9,0,1,1,1,6,2,1,"ICY OR SNOW-COVERED, N/A",9,12,1,12,11,9,4,35.0,0,2006.0,46,114,39.01358832,-77.00349584,19:35:00,Tuesday,2023-11-28
MCP91300022,1,-1,16,3,7,4,1,6,0,3,"N/A, WORN, TRAVEL-POLISHED SURFACE",7,12,1,12,11,9,2,40.0,0,1999.0,140,128,39.02869667,-76.98327667,07:41:00,Monday,2016-04-11
MCP0936002F,2,-1,14,0,0,3,5,-1,2,1,,7,-1,2,6,11,14,2,35.0,0,2015.0,140,1,39.00378197,-77.07776874,06:28:00,Thursday,2017-09-07
MCP2627001C,2,-1,14,0,0,4,-1,6,0,1,,7,22,5,6,19,9,0,55.0,0,2015.0,29,103,39.00685,-77.06793,13:45:00,Wednesday,2018-05-09
MCP2664003C,1,-1,16,0,0,4,5,6,2,2,,12,19,2,13,11,6,2,40.0,0,2008.0,68,472,39.03654,-77.03090333,08:45:00,Thursday,2017-07-13
MCP2425007P,2,-1,14,0,0,4,1,6,0,1,,7,12,5,6,6,20,2,25.0,0,2007.0,81,158,38.996235,-76.99067333,16:34:00,Monday,2016-10-17
MCP3264000Z,1,-1,16,0,0,4,1,6,0,1,,7,12,2,12,11,9,2,35.0,0,2012.0,140,336,39.01159333,-77.04146333,09:12:00,Monday,2020-11-09
MCP3233000M,2,-1,13,0,0,4,1,6,2,1,,4,12,5,6,8,9,1,20.0,0,2018.0,28,421,39.021575,-77.03843167,13:15:00,Friday,2020-04-17
MCP2290000B,1,-1,4,1,7,4,1,6,2,1,"N/A, WET",7,12,0,1,11,9,2,35.0,0,2008.0,141,96,39.09501833,-77.251235,14:05:00,Saturday,2015-09-12
MCP229800ZB,1,-1,4,0,0,1,1,6,0,2,,7,12,1,10,0,9,1,40.0,0,2021.0,140,338,39.190165,-77.24158833,19:02:00,Thursday,2021-12-09
MCP31050056,1,-1,9,0,0,1,-1,2,2,1,,12,26,1,12,21,9,4,30.0,0,2007.0,46,305,39.16884767,-77.2469605,22:24:00,Saturday,2023-11-11
MCP3329000L,1,-1,16,4,7,3,-1,6,2,1,"N/A, WET",5,12,2,1,11,9,4,25.0,0,2018.0,71,421,39.05573333,-76.95589283,18:38:00,Friday,2022-09-30
MCP3095004S,1,-1,3,0,0,1,5,-1,0,2,,7,12,1,12,11,9,2,40.0,0,2015.0,124,260,39.07600117,-76.95774733,17:28:00,Wednesday,2023-11-15
DD5660000G,1,-1,10,-1,0,1,5,6,0,3,,7,12,5,9,11,17,1,35.0,0,2019.0,46,305,39.08575193,-77.1706933,19:16:00,Saturday,2023-09-30
MCP2428000T,2,-1,0,0,0,4,4,6,2,1,,7,12,3,8,16,0,1,25.0,0,2007.0,133,81,39.06089,-77.23028667,06:57:00,Monday,2017-09-18
MCP3154001M,1,-1,9,0,0,2,1,6,0,2,,7,12,2,9,11,17,0,45.0,0,2020.0,141,96,39.154625,-77.25730667,06:25:00,Wednesday,2020-01-22
MCP0833000L,2,-1,4,1,0,4,1,6,0,1,,7,12,1,12,12,9,4,35.0,0,1993.0,100,312,39.11637,-77.09875167,16:24:00,Wednesday,2017-03-22
MCP271700G3,2,-1,14,4,7,4,1,6,2,1,"N/A, WET",12,12,5,1,11,2,2,40.0,0,2015.0,15,270,39.0479575,-77.1135675,12:10:00,Friday,2018-02-16
MCP3230000X,2,-1,7,0,0,4,1,6,2,1,,7,31,5,9,11,1,1,25.0,0,2007.0,46,305,39.066585,-77.08826,18:30:00,Sunday,2020-05-03
MCP242500C6,2,-1,9,0,0,4,5,6,0,1,,7,12,2,9,11,17,1,40.0,0,2014.0,157,128,39.06872667,-77.103875,12:46:00,Wednesday,2018-05-02
MCP9118000T,2,-1,9,0,0,1,-1,8,2,1,,1,12,1,6,0,9,1,30.0,0,2017.0,28,182,39.04243622,-77.0576334,03:44:00,Sunday,2017-05-07
DM84760021,2,-1,13,0,0,4,-1,-1,0,1,,7,12,2,4,11,9,0,30.0,0,2011.0,141,421,38.98873167,-76.987525,12:00:00,Saturday,2021-05-01
DD5594001R,1,-1,1,0,0,3,4,6,0,3,,7,13,2,10,11,9,1,30.0,0,2007.0,15,29,39.06375369,-77.12702081,18:11:00,Wednesday,2016-03-02
MCP2565004S,2,-1,15,0,-1,4,1,8,2,1,,12,5,6,7,11,19,3,30.0,0,2013.0,100,210,38.990385,-77.09795,12:55:00,Friday,2017-08-25
MCP3057001F,2,-1,7,1,7,1,-1,6,0,1,"N/A, RAIN, SNOW",7,12,1,12,11,9,1,55.0,0,1994.0,2,114,39.14709333,-77.21513333,07:00:00,Friday,2019-03-22
DD5652003Z,1,-1,9,0,0,4,1,6,2,1,,7,12,5,12,11,9,4,30.0,0,2017.0,141,37,39.08089339,-77.14289696,06:55:00,Monday,2023-11-20
MCP2954006Y,2,-1,3,-1,0,0,1,6,2,1,,12,-1,6,10,20,9,1,30.0,0,0.0,146,452,38.99396833,-77.002145,21:20:00,Tuesday,2019-06-11
MCP29680055,2,0,15,0,0,4,4,-1,0,1,,7,12,3,10,11,9,0,30.0,0,2020.0,99,372,39.05007333,-77.17782333,08:02:00,Thursday,2023-10-26
MCP29690074,2,-1,9,0,0,4,1,6,2,1,,9,12,1,12,11,9,4,40.0,0,2002.0,6,46,39.09995833,-76.97662833,13:36:00,Thursday,2019-09-26
MCP1378010V,1,-1,9,4,7,4,1,6,2,1,"RAIN, SNOW, WET",7,12,5,12,12,17,1,35.0,0,2010.0,141,408,39.01891349,-77.0139073,15:16:00,Wednesday,2022-03-09
MCP1438008B,2,-1,14,0,0,4,5,6,0,1,,7,12,5,3,19,18,0,40.0,0,2014.0,108,423,39.13140333,-77.16040833,07:30:00,Wednesday,2019-04-24
MCP16040020,1,-1,16,0,0,4,4,6,2,2,,12,12,0,12,0,0,1,30.0,0,2013.0,90,230,39.17112333,-77.15730667,09:08:00,Tuesday,2020-11-17
HA2386000J,1,0,7,0,0,4,4,-1,2,1,,7,12,3,12,11,17,2,25.0,0,2017.0,155,37,38.973437,-77.101287,14:35:00,Sunday,2019-07-14
MCP102200H8,2,-1,6,0,-1,4,1,6,0,1,,7,12,2,1,11,7,4,0.0,0,2022.0,100,61,39.08201667,-76.94622167,07:58:00,Thursday,2023-06-15
MCP3068001K,1,-1,9,0,0,4,5,-1,0,3,,7,12,0,9,11,20,0,45.0,0,2015.0,77,164,38.98885833,-77.14901667,18:30:00,Monday,2018-08-13
MCP2897000Z,1,-1,16,0,0,4,1,6,2,3,,5,12,1,12,11,6,2,40.0,0,2014.0,100,272,39.232245,-77.09428333,14:10:00,Saturday,2016-08-27
MCP1174005N,2,-1,13,0,0,4,1,6,0,1,,7,12,5,10,11,0,2,45.0,0,2012.0,100,61,39.17395117,-77.24768401,08:30:00,Thursday,2022-11-03
MCP2938000V,1,-1,9,0,0,1,5,6,0,1,,7,12,5,9,11,20,4,35.0,0,2015.0,84,10,38.996895,-77.09573833,23:44:00,Friday,2016-06-24
MCP2981000P,2,-1,14,0,0,4,1,8,2,1,,12,-1,6,15,0,8,4,25.0,0,2012.0,140,338,38.95059167,-77.10654167,17:45:00,Tuesday,2016-07-26
MCP3242001S,2,-1,9,0,0,4,-1,6,0,1,,7,12,5,9,16,20,4,0.0,0,2013.0,134,82,38.98901267,-77.02770783,08:38:00,Monday,2022-07-18
MCP2952000F,1,-1,16,1,7,2,1,6,2,1,,5,12,1,10,21,6,2,40.0,0,2006.0,28,458,39.00124631,-76.9861646,20:03:00,Saturday,2015-05-16
MCP2516004K,2,-1,13,0,0,4,5,8,2,1,,12,-1,5,13,11,0,0,35.0,0,2006.0,100,372,39.17913918,-77.26769599,08:40:00,Monday,2023-11-20
MCP06850065,1,-1,4,1,0,4,5,6,2,2,,7,12,1,13,11,6,2,35.0,0,2019.0,46,53,39.1144945,-77.1855928,11:32:00,Friday,2021-04-16
MCP2699001R,2,-1,15,0,0,1,0,8,2,1,,12,-1,1,12,11,6,1,35.0,0,2001.0,6,16,39.06379833,-77.11594167,01:42:00,Tuesday,2023-07-25
MCP3158001R,2,-1,16,0,0,4,4,6,2,1,,12,12,5,8,21,0,0,35.0,0,2019.0,24,322,39.14418167,-77.14479667,17:47:00,Saturday,2019-09-28
MCP2991003M,1,-1,3,4,7,4,1,6,2,1,"N/A, WET",7,12,1,1,11,9,1,30.0,0,2019.0,151,309,39.19329817,-77.0409725,08:00:00,Monday,2019-05-13
MCP2617001S,2,-1,14,0,0,4,1,6,2,1,"DEBRIS OR OBSTRUCTION, N/A",12,12,1,1,11,9,1,40.0,0,2014.0,6,20,39.033725,-77.12528167,12:53:00,Wednesday,2016-04-20
MCP2870001Q,1,-1,9,0,0,-1,1,6,0,2,,7,12,2,9,11,17,2,40.0,0,2006.0,74,266,39.01824333,-76.97704667,16:29:00,Wednesday,2016-08-17
MCP2617000J,2,-1,16,0,0,1,4,6,2,1,"DEBRIS OR OBSTRUCTION, N/A",12,12,2,6,11,0,0,35.0,0,2004.0,140,9,39.05815833,-77.07112833,22:22:00,Tuesday,2015-03-17
MCP3162000J,1,-1,9,0,0,4,-1,6,0,1,,7,12,5,9,18,17,0,35.0,0,2013.0,98,82,39.01914333,-77.01183833,17:40:00,Tuesday,2018-09-11
MCP3042002B,1,-1,9,1,0,4,1,6,0,2,,7,12,5,9,11,17,0,40.0,0,2007.0,28,405,39.06626667,-77.02563667,13:00:00,Sunday,2018-12-02
MCP3009001N,1,-1,16,1,0,4,5,-1,0,1,,7,12,5,12,12,19,0,25.0,0,2019.0,11,421,39.17841633,-77.23859686,13:19:00,Saturday,2019-09-14
MCP2094008L,1,-1,15,1,0,4,1,6,2,2,,4,26,0,12,0,9,1,25.0,0,2004.0,68,261,39.02425833,-77.16820667,08:17:00,Wednesday,2017-06-07
EJ7833001V,1,-1,16,0,0,4,4,6,2,1,,5,12,2,12,11,7,0,35.0,0,2007.0,140,483,39.15991617,-77.21600443,17:40:00,Wednesday,2016-03-09
MCP3126004Y,2,-1,16,4,7,4,1,6,0,1,"N/A, RAIN, SNOW",7,12,1,6,21,9,1,40.0,0,2020.0,28,438,39.23060117,-77.2688595,17:30:00,Monday,2023-10-30
MCP3247001W,2,-1,14,0,0,4,6,6,0,1,,7,12,5,4,11,9,1,30.0,0,2015.0,55,459,38.9976746,-77.02579595,15:04:00,Friday,2021-08-06
MCP295200DG,1,-1,7,4,7,4,1,6,2,1,,7,3,2,6,11,9,0,25.0,0,2022.0,46,53,38.990845,-77.02394833,12:44:00,Sunday,2023-01-29
MCP3156002F,1,-1,7,0,0,4,-1,6,2,1,"BACKUP DUE TO REGULAR CONGESTION, N/A",12,12,5,12,6,17,2,35.0,0,2004.0,81,145,39.00851816,-77.01865349,11:56:00,Saturday,2022-12-17
MCP2494000K,1,-1,9,2,7,5,5,6,2,1,"ANIMAL, WET",7,12,5,12,11,9,0,40.0,0,2001.0,28,421,39.124939,-77.153478,17:43:00,Thursday,2015-12-17
MCP91180046,1,-1,15,1,0,0,1,1,2,3,,12,12,0,12,11,9,0,25.0,0,2007.0,46,141,39.04647861,-77.01146518,01:57:00,Saturday,2023-11-11
MCP2358006W,2,-1,9,0,0,4,1,6,0,1,,7,12,2,9,11,20,2,35.0,0,2019.0,100,259,39.00781833,-77.22184333,12:48:00,Thursday,2019-11-07
MCP28770055,2,-1,7,0,0,4,1,6,0,1,,7,12,2,2,18,9,1,30.0,0,2013.0,98,82,38.99791167,-77.02987333,14:00:00,Monday,2018-05-14
MCP2314002M,2,-1,16,1,0,4,4,6,1,1,,7,12,2,12,0,18,2,25.0,0,2015.0,140,241,39.05015777,-77.17801185,18:01:00,Thursday,2023-10-26
MCP3124002T,2,-1,-1,1,0,4,4,6,0,1,,7,12,5,11,7,9,4,25.0,0,2004.0,46,275,39.05098962,-77.05268245,16:09:00,Friday,2019-07-12
MCP31050025,1,-1,9,0,-1,4,1,6,0,1,,7,12,2,9,11,17,2,45.0,0,2015.0,2,424,39.19835933,-77.262387,07:39:00,Friday,2019-06-28
MCP2569001N,2,-1,14,0,-1,1,-1,6,0,1,,7,12,5,2,11,2,2,35.0,0,2005.0,46,53,39.08015262,-77.08069857,17:44:00,Friday,2019-11-29
EJ78560036,1,-1,16,0,0,4,1,1,2,1,,12,12,0,12,11,4,0,30.0,0,2005.0,140,367,39.147265,-77.206025,11:52:00,Sunday,2017-06-25
MCP22030053,2,-1,16,0,0,4,5,6,2,1,,7,12,0,12,0,9,4,35.0,0,2020.0,125,206,39.06077183,-77.04472783,09:30:00,Thursday,2021-05-27
MCP2917000F,1,-1,13,0,0,4,-1,6,0,1,,7,12,5,1,18,9,1,45.0,0,2013.0,98,414,39.06835502,-77.06119537,15:52:00,Saturday,2015-05-09
MCP33130010,1,-1,16,0,0,4,5,6,1,3,,7,12,1,12,11,9,2,35.0,0,2009.0,46,53,39.080574,-77.075422,11:47:00,Thursday,2022-06-30
MCP28480046,2,-1,9,4,7,4,1,6,0,1,"N/A, WET",7,12,2,9,11,20,2,35.0,0,2001.0,148,74,38.95935433,-77.095739,13:04:00,Tuesday,2017-04-25
MCP29620081,1,-1,16,0,0,4,4,6,0,1,,7,12,1,12,11,9,1,35.0,0,1997.0,46,53,39.17112018,-77.26280726,07:03:00,Thursday,2023-08-17
MCP2450000Y,1,-1,9,-1,0,1,1,6,2,2,,12,12,5,12,11,9,2,40.0,0,2015.0,100,61,39.01937167,-77.01385333,06:16:00,Monday,2016-11-28
MCP3145002C,2,-1,16,4,7,2,4,6,0,1,"RAIN, SNOW, WET",7,12,2,12,11,9,4,40.0,0,2006.0,141,37,39.13383,-77.030605,17:30:00,Thursday,2020-02-06
MCP2637002Y,1,-1,16,4,7,4,4,6,0,1,,7,12,2,12,11,9,1,35.0,0,2014.0,140,374,39.09682667,-77.22998333,13:12:00,Thursday,2018-12-20
MCP29890012,1,-1,3,0,-1,1,1,-1,0,4,,7,12,1,12,11,9,2,40.0,0,2014.0,46,114,39.06503189,-76.93687313,02:27:00,Sunday,2018-11-18
MCP2946000C,2,-1,9,1,0,4,1,6,2,1,,9,12,2,12,11,17,2,40.0,0,2007.0,55,418,39.23361167,-77.27245833,08:44:00,Friday,2015-05-15
MCP2615001X,2,-1,9,4,7,4,5,-1,2,1,"RAIN, SNOW, WET",7,12,1,12,11,9,1,35.0,0,2016.0,140,96,39.08390818,-76.95015058,15:34:00,Monday,2017-06-19
MCP1099004X,2,-1,16,0,0,4,-1,6,0,1,,7,12,1,12,11,9,1,40.0,0,2011.0,45,368,39.16001833,-77.16160333,13:57:00,Monday,2023-01-16
MCP2087000F,2,-1,4,0,0,4,1,6,2,1,,5,12,2,11,0,6,4,45.0,0,2003.0,45,421,39.08517667,-77.07867667,10:04:00,Wednesday,2016-11-02
MCP32620033,2,-1,4,4,7,4,5,6,2,1,"N/A, WET",5,12,1,2,11,6,0,35.0,0,2016.0,45,37,39.077339,-76.94260233,12:59:00,Thursday,2023-06-22
